10/13/2014 23:06:02 [INFO] Starting to load clientlist.cdp
10/13/2014 23:06:02 [ERROR] Unidentified IO error occurred while loading
10/13/2014 23:06:07 [INFO] Adding user 514100488 to ClientList
10/13/2014 23:06:07 [INFO] Added user 514100488 at position 216
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 272228840 to ClientList
10/13/2014 23:06:07 [INFO] Added user 272228840 at position 217
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 373725333 to ClientList
10/13/2014 23:06:07 [INFO] Added user 373725333 at position 218
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 253738252 to ClientList
10/13/2014 23:06:07 [INFO] Added user 253738252 at position 219
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 457755068 to ClientList
10/13/2014 23:06:07 [INFO] Added user 457755068 at position 220
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 101664118 to ClientList
10/13/2014 23:06:07 [INFO] Added user 101664118 at position 221
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 744545263 to ClientList
10/13/2014 23:06:07 [INFO] Added user 744545263 at position 222
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 837287207 to ClientList
10/13/2014 23:06:07 [INFO] Added user 837287207 at position 223
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 866334365 to ClientList
10/13/2014 23:06:07 [INFO] Added user 866334365 at position 224
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 805718144 to ClientList
10/13/2014 23:06:07 [INFO] Added user 805718144 at position 225
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 186746402 to ClientList
10/13/2014 23:06:07 [INFO] Added user 186746402 at position 226
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 748824136 to ClientList
10/13/2014 23:06:07 [INFO] Added user 748824136 at position 227
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 484706811 to ClientList
10/13/2014 23:06:07 [INFO] Added user 484706811 at position 228
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 424884324 to ClientList
10/13/2014 23:06:07 [INFO] Added user 424884324 at position 229
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 013630473 to ClientList
10/13/2014 23:06:07 [INFO] Added user 013630473 at position 230
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 647258564 to ClientList
10/13/2014 23:06:07 [INFO] Added user 647258564 at position 231
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 563226260 to ClientList
10/13/2014 23:06:07 [INFO] Added user 563226260 at position 232
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 885255031 to ClientList
10/13/2014 23:06:07 [INFO] Added user 885255031 at position 233
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 851233015 to ClientList
10/13/2014 23:06:07 [INFO] Added user 851233015 at position 234
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 436556013 to ClientList
10/13/2014 23:06:07 [INFO] Added user 436556013 at position 235
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 182841156 to ClientList
10/13/2014 23:06:07 [INFO] Added user 182841156 at position 236
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 088746472 to ClientList
10/13/2014 23:06:07 [INFO] Added user 088746472 at position 237
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 705121158 to ClientList
10/13/2014 23:06:07 [INFO] Added user 705121158 at position 238
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 657537055 to ClientList
10/13/2014 23:06:07 [INFO] Added user 657537055 at position 239
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 176483686 to ClientList
10/13/2014 23:06:07 [INFO] Added user 176483686 at position 240
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 631455558 to ClientList
10/13/2014 23:06:07 [INFO] Added user 631455558 at position 241
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 155552113 to ClientList
10/13/2014 23:06:07 [INFO] Added user 155552113 at position 242
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 828063253 to ClientList
10/13/2014 23:06:07 [INFO] Added user 828063253 at position 243
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 583186328 to ClientList
10/13/2014 23:06:07 [INFO] Added user 583186328 at position 244
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 681523162 to ClientList
10/13/2014 23:06:07 [INFO] Added user 681523162 at position 245
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 426855737 to ClientList
10/13/2014 23:06:07 [INFO] Added user 426855737 at position 246
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 183032470 to ClientList
10/13/2014 23:06:07 [INFO] Added user 183032470 at position 247
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 604363584 to ClientList
10/13/2014 23:06:07 [INFO] Added user 604363584 at position 248
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 832532458 to ClientList
10/13/2014 23:06:07 [INFO] Added user 832532458 at position 249
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 815144660 to ClientList
10/13/2014 23:06:07 [INFO] Added user 815144660 at position 250
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 674820032 to ClientList
10/13/2014 23:06:07 [INFO] Added user 674820032 at position 251
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 056038637 to ClientList
10/13/2014 23:06:07 [INFO] Added user 056038637 at position 252
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 745044133 to ClientList
10/13/2014 23:06:07 [INFO] Added user 745044133 at position 253
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 647311567 to ClientList
10/13/2014 23:06:07 [INFO] Added user 647311567 at position 254
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 580487780 to ClientList
10/13/2014 23:06:07 [INFO] Added user 580487780 at position 255
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Client list is full, rescaling to 512 slots
10/13/2014 23:06:07 [INFO] Adding user 660888342 to ClientList
10/13/2014 23:06:07 [INFO] Added user 660888342 at position 256
10/13/2014 23:06:07 [INFO] Refreshing table model
10/13/2014 23:06:07 [INFO] Generating compressed user list with size 257
10/13/2014 23:06:10 [INFO] Searching for user 364544326
10/13/2014 23:06:10 [INFO] Found user 364544326
10/13/2014 23:06:11 [INFO] Deleting user 364544326
10/13/2014 23:06:11 [INFO] Refreshing table model
10/13/2014 23:06:11 [INFO] Generating compressed user list with size 256
10/13/2014 23:06:13 [INFO] Starting to close program
10/13/2014 23:06:13 [INFO] Starting to save clientlist.cdp
10/13/2014 23:06:13 [INFO] Done saving to clientlist.cdp
10/13/2014 23:06:13 [INFO] Starting to save settings.cdp
10/13/2014 23:06:13 [INFO] Done saving to settings.cdp
10/13/2014 23:06:13 [INFO] Finished saving data
